487	6.7	807.9	10.13	1520.4
374	7.8	715.1	11.28	1505.8
112	10.3	770.3	8.35	1691.4
231	8.5	698.4	9.43	1448.3
585	7.4	971.9	10.85	1583.3
705	6.9	1273.4	10.33	1755
27	8.5	754.2	10.13	1626.5
4	8.3	776.9	10.08	1635
282	8.6	729	10.07	1452
805	5.6	1005.1	8.43	1461.3
46	9.6	754.1	6.08	1445
973	6.2	899.4	8.75	1857.5
92	9.6	803	7.15	1504.2
754	6.6	1040.2	8.42	1628.6
417	7.8	684.6	11.48	1620
850	6.9	1401.2	11.03	1683.9
443	9.2	849	9.18	1640.2
776	6.5	1887.7	11.73	1362.8
102	9.5	517.2	7.87	1512.3
520	7.7	950.2	10.42	1562
436	8.1	844.7	12.15	1703.5
747	6.7	961.5	9.7	1627.6
5	8.7	736.6	7.47	1543
119	8.9	470.4	11.87	1346.3
300	7.5	915.5	10.47	1337.4
344.5	8.1	745.9	10.97	1574.8
7	7.9	834.6	8.93	1549.9
9	8.2	741	9.87	1625.4
365	7.8	692.5	12.5	1659.9
356	7.5	662.6	10.3	1528.9
138	9.1	584.6	12.43	1465.8
141	8.8	512	12.23	1502.4
758	7.2	1024.3	9.52	1700.4
818	6.1	1306.4	8.2	1612.7
44	10.8	774.4	6.97	1426.8
284	8.9	843.3	7.67	1375.8
185	9.3	682.1	8.05	1428.1
98	8.6	563	14.12	1664.8
341	9.4	1090	8.78	1590.9
22	9.4	798.9	7.3	1460.2
157	8.9	913.6	8.83	1445.8
92	9.3	796.4	8.38	1446.3
26	8.4	745.3	8.4	1714
22	9	815	7.75	1355.7
161	8.6	795.9	9.6	1448.2
5	8.1	685.5	10.7	1619.2
17	8.6	545.2	11.13	1610.6
444	7.9	1213.5	7.63	1497.1
58	9.4	808.4	7.4	1426.4
11	8.9	611.8	10.42	1495.6
76	8.7	494	11.58	1608.5
419	7.8	907.9	6.8	1473
96	10.2	667.6	8.55	1673.2
186	8.9	755.9	8.75	1422.6
547	6.8	1168.7	7.95	1466.3
450	6.9	660.9	10.37	1487.7
77	8	594.8	13.03	1529.4
313	7.7	972.8	12.92	1555.2
621	7.5	1101.4	12.02	1530.7
42	8.4	701.1	10.68	1482.9
405	8	897.2	12.5	1639.7
273	9.7	1006.1	7.63	1563.9
63	8.3	531	14.12	1636.7
515	8.1	958.9	11.5	1707.1
528	7.8	966.9	11.7	1709.1
515	9.1	974.4	11.53	1681.2
62	9.2	756.8	7.58	1528.2
81	7.9	536.1	13.18	1647.9
111	9.8	661.6	7.08	1370
500	7.2	803.8	9.4	1323
26	8.4	874.5	9.97	1492.1
38	8.5	510.9	12.8	1583.3
125	10.1	554.2	8.17	1639.2
64	8	584.2	13.08	1669.6
26	9	703.6	9.2	1384
425	8	648.3	10.5	1336.4
11	9	769.3	7.15	1628
627	6.7	871.6	6.95	1540.9
314	8.8	644.2	11.05	1697.8
280	8.8	809.3	9.32	1459.9
490	7.7	1298.6	12.17	1493.8
806	6.1	1831.3	10.27	1596.2
276	9.1	841.3	9.52	1701.6
110	10.3	677.1	8.75	1634
150	8.6	570.4	13.08	1612.4
95	9.1	856	8.05	1433.4
409	8	936.6	13.47	1682.5
435	7.6	682.7	10.85	1365.3
246	9.1	780.4	8.73	1689.4
386	7.5	581.1	12.12	1424.4
24	8.4	654.3	10.4	1571.1
81	8.7	589.8	13.05	1692.2
40	7.9	607.8	13.47	1715.3
123	8.8	437.8	11.13	1432.3
1640	3.4	1971.6	12.68	1673
109	9.6	874.2	7.17	1459.4
366	8.2	641.8	12.1	1646
470	8	1665.5	12.87	1489.5
690	6.2	1715.4	12.45	1720.9
131	9.7	921.1	7.98	1536.2
287	10	1005.2	7.78	1716
116	9.8	883.3	8.33	1568.7
444	8.3	1091.2	12.12	1588.8
4	8.4	589	12.07	1686.5
87	9	839.6	8.15	1462.1
747	6.8	1635.4	11.77	1549.5
588	7.3	865.6	8.63	1682
692	6	1837.3	12.65	1158.7
320	8.9	862.9	7.1	1660.8
193	10.4	820.7	7.02	1393.8
333	7.2	944.6	10.53	1449
135	9.2	798.3	8.75	1450.9
795	6.2	1702.1	8.12	1524
5	8.5	810.3	8.6	1485.6
155	9.2	661.1	8.97	1592.3
155	8.6	867.6	9.15	1323.7
609	5.3	1275.3	10.63	1377.2
43	8	925.7	9.53	1598.3
170	9.2	565.5	7.75	1493.3
993	5.6	1503.2	8.18	1724.8
937	4.4	1288.3	10.77	1351.5
635	7.4	1088.4	8.63	1492.4
616	7.2	1463.2	12.98	1375
265	8.2	954	9.12	1313.4
504	6.2	1189.9	10.42	1485.4
365	8.6	860.7	9.7	1645.6
444	7.7	908.9	11.8	1432.8
792	6.8	1364.5	10.72	1600.9
59	8.4	620.3	11.38	1595.6
21	8.5	541	11.72	1529.6
186	8.5	858.7	10.18	1312
611	6.2	831.3	12.17	1354
360	8	944.2	13.02	1575
77	8.4	811.2	9.83	1524.6
365	7.4	742.7	9.92	1382.3
147	8.8	687.9	9.95	1306
87	8.9	471.3	12.1	1578.9
734	6.8	1068.5	9.87	1765.6
350	8.3	783.5	12.55	1621.2
286	10.1	691	9.17	1691.7
311	9.5	663.6	9.2	1692.2
401	8.7	679	9.2	1684.7
837	7.4	1570.4	11.75	1493.6
46	8.1	544	12.62	1607.2
61	8.8	539.7	12.05	1515
396	8.4	1001.4	7.03	1626.6
870	5.7	1246.5	8.18	1656.6
846	5.6	1328.7	8.13	1435.2
781	6.2	1936.4	8	1420
640	7.2	1468.5	11.53	1693.3
80	8.7	541.6	13	1639.4
9	8.6	639.4	10.87	1619.7
700	7.1	1557.1	8.23	1303
144	9.9	754.1	6.63	1264.5
265	9.1	784.3	6.65	1572.6
490	8.7	904.9	9.18	1697.1
50	8.5	622.4	10.52	1486.6
571	7.9	748.3	9.95	1698.9
471	8	938.8	9.4	1611.5
291	8.2	766.1	11.07	1561.2
240	8.2	509.7	11.4	1600.8
51	8.8	803.5	8.3	1373
223	10.1	686.6	7.63	1739.3
176	8.4	823.9	9.57	1262
380	8.1	784.8	8.35	1512.6
940	5.6	1308.6	13.45	1508.9
70	8.1	574.4	12.67	1607.9
921	4.8	1083.8	9.93	1552.2
438	7.4	684.5	12.18	1574.4
470	7.5	787.7	11.68	1679.5
146	9.6	623.6	6.78	1379
553	7.8	585.4	8.12	1602.8
440	8.7	981.5	9.62	1666
219	9.6	757.7	9.28	1638.7
422	8.1	665	10.95	1679.5
1832	2.1	1713.8	12	1675.6
140	9.1	713.3	9.53	1463.1
3	8.3	571.2	11.05	1740.7
142	9.8	636.3	8.25	1485.5
740	7.2	1385.3	8.53	1701.8
580	6.4	1225.7	8.6	1365.8
681	5.9	1360.2	8.52	1341.3
105	8.7	563.4	12.63	1630.3
133	8.7	713.4	9.83	1422.1
464	7.5	800.5	10.22	1611.5
291	9.4	1286.9	8.23	1422
1	8.4	792.8	8.57	1596.2
268	9.1	602.2	9.95	1565.4
877	4.3	976.7	13.75	1411.4
2960	-4.8	2003.1	10.98	1846.3
615	6.2	1026.6	13.2	1623.4
