2.61	637.12	24.84	142.56
1.92	241.76	15.64	96.31
1.37	92.88	11.72	25.76
5.35	507.65	15.01	107
4.5	302.35	15.27	90.69
2.6	137.75	11.74	50
1.96	423.94	19.86	93.38
1.88	521.94	27.03	169.75
1.95	578	24.11	118.94
4.78	358.12	21.19	75.75
3.99	272.69	22.85	55.67
5.55	303.82	21.81	67.81
7.8	473.18	18.02	96.82
5.06	299	13.71	73.82
4.51	335.82	16.29	85.82
4.37	626.19	29.81	160.86
4.54	592.69	28.43	164.8
5.91	471.47	27.44	146.56
5.07	573.88	30.52	146.29
4.46	603.41	30.88	166.81
4.48	621.82	31.46	138.76
3.16	594.62	28.51	175.92
2.55	477.29	26.94	107.47
3.43	547.82	29.92	162.35
1.55	589.6	32.21	211.93
4.87	509.63	30.87	208.44
2.7	528.35	26.86	175.75
3.71	301.41	18.96	75
4.56	527.18	22.52	120.75
3.86	588.82	23.29	126.19
3.15	465.76	22.89	127.13
2.24	322.94	21.84	135.88
5.49	558.47	23.39	85.71
3.21	335.29	20.01	89.94
2.34	435.06	22.41	134.59
2.23	564.59	25.22	152.35
1.91	607	29.58	200.6
3.39	239.06	19.48	89.5
5.54	437.76	20.33	77.56
3.85	443.76	19.32	76.38
1.53	283	20.09	105.5
4.34	568.41	25.75	141.75
5.08	564.12	28.11	142.38
4.11	487.76	29.12	158.19
2.56	243.18	20.54	83.82
3.36	208	18.66	73.12
3.02	364.29	23.77	134.82
2.11	329.29	25.48	191.71
2.2	457.82	27.03	177.12
1.65	536	29.12	180.76
2.69	537.18	31.85	239.2
2.15	494.71	33.76	220.29
3.59	315.53	26.03	135.18
1.98	290.29	22.53	87
2.19	548.94	27.39	196.88
3.83	535.18	30.09	163.35
4.07	437.12	26.98	93.47
3.05	491.94	26	170.06
2.79	502.88	26.8	186.88
1.88	505.47	27.14	191.29
3.91	481.47	29.36	182.19
6.45	454.35	25.58	114.69
3.32	330.47	20.66	115.13
3.56	497	20.61	73.33
2.26	426.2	23.83	124.2
2.11	524.13	27.15	148.6
3.11	547.4	32.05	164.33
2.17	324.47	22.45	98.88
2.36	362.41	23.66	130.59
1.37	381.53	23.45	121.47
2.52	505.76	25.62	141.06
3.01	522.94	25.36	131.35
1.52	445.59	25.22	146.71
5.62	524.82	22.89	119.82
4.64	518	23.74	122.35
4.31	515.29	26.29	145.41
3.32	508	27.88	132.71
1.77	476.47	26.16	126.29
2.07	481.94	26.96	170.54
2.35	511.88	28	159.81
2.29	467.65	26.79	169.94
2.32	192.06	18.68	50.06
2.41	279.12	16.76	96.31
2.19	445.71	20.46	86.5
1.42	485.24	23.65	98.27
2.02	430.35	26.05	86.75
3.21	283.75	24.04	137.31
6.07	426.69	22.16	89.93
1.68	416.24	21.88	116.71
1.64	413.41	23.08	117.76
1.34	291.41	20.7	67.41
1.62	365.65	23.45	127.59
3.32	97.94	19.24	78.06
5.95	196.24	15.31	65.82
3.26	275.06	20.99	69.53
3.01	360.35	25.32	114.25
2.58	64.35	15.97	15.44
5.04	234.24	14.06	55.88
1.82	82.47	12.22	19.69
1.22	136.24	14.62	25.38
2.95	188.94	16.12	47.44
4.86	274.12	16.58	86.75
7.27	184.47	13.66	56.5
1.45	367.65	16.53	77.94
1.25	349.41	17.85	39.29
0.88	309.29	18.15	81.88
2.84	58.94	12.52	40.88
0.99	136.35	15.02	8.29
1.54	138.41	14.6	19.06
1.76	236.24	15.27	12.06
1.69	242.53	18.11	32.69
4.22	284.94	16.01	45.06
1.38	91.65	12.76	3.06
2.21	62.18	12.36	22.18
2.56	262.29	14.24	9.18
0.88	172	14.4	1.71
2	277.59	16.71	27
5.18	51.29	10.25	39.69
7.41	129.06	9.49	51.31
4.55	219.47	8.28	41.19
3.34	142.59	7.19	48.31
3.21	174.12	6.69	38.88
1.37	171.29	6.54	20.53
2.96	110.76	7.16	4.29
1.12	40.41	8.51	0.12
2.07	90	9.99	2.94
4.58	271.35	8.76	48.24
3.21	261.29	8.68	48
3.06	201.76	6.71	27.36
2.56	245.06	7.11	32.71
2.06	197.59	5.26	15.35
2.62	178.59	6.54	11.47
4.5	244.9	14	99.9
2.7	117.8	9.6	75.1
2.8	255.1	13.3	104.9
5	428.6	15.9	99.5
2.1	366.2	17	107.9
2.1	533.1	20	127.5
2.2	513.4	20	119.8
7.6	437.2	20.5	113.3
4.8	218.7	13.7	95.1
3.7	282.3	15	97.5
7.9	263.8	12.4	76.1
3.5	523.3	18.3	105.8
2.1	563.8	24.3	122.2
4.7	572.8	29.1	125.2
3.8	568.2	27.8	161.5
3.1	515.4	27.4	169.5
3.9	597.3	21.7	124.9
5.7	571.8	22.1	112.9
7.2	581.6	22.9	126.8
8.1	573.6	23.9	132.4
2.5	531.9	22.5	107.9
3.8	559.4	23.7	131.3
5.3	505.6	26.1	141.7
2.6	513.9	24.3	146.2
1.9	586.2	25.3	157.3
3.8	380.9	23	130.7
4.9	500.1	23.1	135.3
5.4	583.9	26.1	131.9
2.7	359.5	21.5	125.6
2.6	391.5	24.5	145.6
4.3	505.8	25.7	148.4
1.9	360.2	24.6	115.1
2.7	365.3	23.3	95.2
2.7	109.9	18.1	60.9
3.2	285.5	17.8	78.8
2.7	112.6	14.6	23.1
1.8	381.8	18.4	87.4
1.8	483.2	19.7	95.5
2.7	324.4	18	79.3
1.8	259.9	17.5	57.7
3.5	441.4	19.2	76.8
4	445.1	21.1	107.8
3.8	399.5	23.1	117.4
1.5	461.9	24.3	135.6
3.5	612.9	28.1	150.5
5.1	499.5	27.2	151.9
5.5	460.6	22.8	88.1
3.1	345.7	22	98.8
2.8	130.2	11.4	21.3
1.9	260.6	17.9	39.3
2.8	589.3	21.7	120.4
4.3	554.6	24.7	116.5
2.5	239.8	22.1	92
3.5	414.1	22.5	93.2
1.9	192.6	19.7	80.1
1.8	320	21.4	54.9
4	632.7	25.9	134.4
4.5	626.8	27	130.1
3.3	597.2	28	127.3
1.9	527.9	28.9	184.6
2.5	437.3	23.6	122.3
2.5	550.2	26	121.2
2.2	388.4	25.6	142.1
3.4	227.5	17.9	71.1
1.5	180.9	16.4	46.7
2.2	274.4	16.9	44.5
2.2	99.8	15.5	18.9
3.2	343.5	21.6	80.5
2.5	525.1	27	124.9
2.7	297.4	19.5	83.8
2.7	339.1	17.7	75.1
4.1	369.8	18.1	61.7
3.8	552.6	22.9	88.5
5.9	351.5	22.3	52.3
1.8	345.1	18.6	66.8
1.9	539.9	26.4	102.1
3.7	465.5	28.1	153.2
2	505.9	28.3	139.6
2.8	485.9	22.9	101.6
5.5	552.6	29.1	136.5
2.3	542.8	23.7	104.6
3.8	563.2	27.8	135.1
3.3	534.8	31.9	171.4
3.3	457.6	29.6	157.1
4.3	538.8	25.2	119.1
1.1	390	24.4	71
2.1	517.5	29.9	209.9
1.6	493.1	32.5	236.6
1.5	483.9	34.2	285.8
1.7	519.6	34.6	205.6
4.3	207.8	18.1	80.9
2.7	367.6	22.8	105.3
3.9	405.8	23.9	97.6
4.2	93.4	16.1	43.5
5.1	195.9	17.1	63.9
1.4	510	19.5	91.9
1.9	443.5	23.9	141.4
4.3	288.3	24.2	98.1
2.2	510.7	29.6	139.7
2.3	472.7	30.3	186.8
1.7	359.8	29.2	161.9
1.8	441.1	25.8	122.5
1.4	394.7	26	139.9
4.7	298.9	20.2	78.1
3	166.9	19.2	49.3
4.7	506.9	29	124.8
2.2	355.2	29.2	138.9
3.2	483.2	28.3	89.3
4	443.4	33.1	151.9
3.6	158.8	23	80.7
4.5	389.9	23.9	93.1
7.6	371.1	14.1	69.9
3	391.1	20.1	83.6
5.6	200.7	17.5	50.4
5.3	192.5	10.4	53.4
4.5	113	12.1	62.8
2.3	506.1	16.5	110.3
2.2	468.5	20.4	81.8
3.4	353.7	17.2	79.2
1.7	459.9	19.4	75
3.5	340.2	20.3	65.7
2	389.2	23.6	101.9
1.9	388.1	20	91.6
2.8	418.3	21.7	108.7
4.5	99.6	14.4	44.7
3.6	286	19.2	60.8
2.5	406.5	21.5	99.5
2.8	414.1	22.6	85.8
1.9	381.8	22.6	99.9
1.2	101.4	16.7	11.9
1.2	175.1	16.5	56.3
1.9	356.3	23	95.4
3.6	370.6	26	92.8
1.8	199.9	18	29.2
1.5	315.8	18.9	62.4
4.2	369.9	19.6	49.5
2.2	375.2	21.5	66.2
2.5	361.6	24.5	87
3.3	163.6	16.8	40.2
2.8	51	14.2	13.5
2.7	242.5	17.1	67.9
2	262.2	17.7	63.8
1.1	192.8	15.2	42.7
2.8	105.1	14.9	37.1
7.9	145.1	16.6	99.8
5.3	225.5	17.1	51.6
2.3	74.2	11	3.2
1.9	131.8	13.5	9.5
1.6	119.9	14.9	21.1
2.4	122.1	13.9	20.9
5.4	81.3	10.9	31.4
2.6	275.1	12.3	52.9
6	167.4	11.4	37.9
4	314	10.7	49.4
3.3	196	10.1	30.8
7.2	156	10	63.6
2.7	212.2	7.6	48.1
1.6	58.3	3.9	9.4
3.1	202.8	7.1	54.8
3.4	214.2	9.8	39.2
1.4	184.1	11	9.8
4.3	127.4	9	40.2
4.5	113.4	6.4	32.2
4	53.8	7.2	19.8
6.6	212.2	6.2	57.1
4.1	50.7	7.6	44.9
6.5	114.4	7.7	38.4
2.3	69.9	6.9	10.8
3.2	37.8	6.8	42.6
7.5	186.1	9.6	60.6
3.1	157.2	6.7	18.1
1.2	164.6	4.9	12.2
3.33	470.12	20.72	119
3.22	344.82	17.72	112.18
2.76	149.29	15.46	60.47
5.14	413.35	16.3	86.13
3.77	113.82	10.45	35.25
4	91.24	9.26	32.69
2.11	402.88	20.04	87.44
4.39	550.59	23.67	126.25
2.87	506.94	24.41	123.06
2.47	524.59	25.39	114
3.95	495.82	26.26	125.58
2.5	440.53	21.41	117.12
2.25	293.94	16.37	76.06
3.28	295.94	16.12	78.29
2.5	404.47	18.57	105.82
1.81	500.47	18.52	108.71
2.36	592.71	25.46	129.53
2.22	508.29	26.05	133.12
2.59	541.94	23.94	123.35
2.67	523.94	25.31	132.53
2.74	87.24	10.78	40.53
1.71	620.71	19.48	113.24
1.97	609.35	23.46	130.88
2.44	538.59	26.12	141.88
1.61	552.06	27.48	155.36
2	551.94	29.17	160.76
2.98	490.76	21.59	88.71
4.63	343.29	15.82	72.18
1.82	549.18	21.22	113.19
4.67	352.41	20.11	99
5.48	378.06	17.82	77.44
1.84	564.47	23.28	101
3.21	234.71	18.78	79.06
3.09	279.88	17.31	53.33
2.9	258.94	20.07	62.31
3.34	534.18	27.4	141.75
1.64	592.71	28.81	151.24
2.82	491.88	27.62	157.71
3.19	615.71	28.72	137.88
3.89	620.35	30.81	159.29
2.18	383.35	25.86	140.06
4.04	122.53	17.58	64.41
5.4	279.24	15.95	67.71
3.71	214.35	15.19	56.65
4.53	276.76	18.01	62.12
3.11	157.18	15.85	29.59
3.96	399.56	21.56	95.5
4.24	459.19	18.94	63.4
3.56	584.93	24.44	114.29
4.18	564.8	28.62	143.47
3.35	402.14	19.49	84.5
2.29	241.29	21.17	70.38
2.69	436.82	21.88	106
3.82	562.18	18.76	69.81
2.1	458.18	19.65	90.56
2.42	371.65	19.19	111.71
5.54	488	21.88	86.53
2.94	457.82	19.37	70
5.49	649.76	25.3	97.65
2.17	633.12	27.14	123.35
3.12	627.06	28.93	144.88
1.91	606.53	28.7	174.75
3.55	581.35	28.52	195.88
1.95	580.24	29.75	212.19
2.95	442.76	29.81	158.31
3.82	292.65	17.67	50.4
4.51	424.12	21.55	99.31
1.95	649.71	23.17	101.31
2.89	612.24	27.79	164.29
4.16	198.71	15.98	70.12
3.26	301.47	16.71	70.53
5.19	458.82	15.84	62.24
3.68	357.88	17.01	73.24
3.34	108.24	14.61	36.76
3.68	239.12	18.9	43.47
4.78	482.94	26.76	99.88
3.76	412.59	24.88	86.41
1.73	420.12	24.1	94.41
3.47	323.65	21.64	66.82
5.07	320.56	18.45	84.45
3.09	370.12	18.52	71.88
2.31	372.76	16.41	76.5
4.61	404.65	21.22	101.69
3.08	527.35	26.09	110.31
6.17	468.69	19.24	75.06
6.26	446.59	19	64.18
5.17	325.47	19.76	66
3.92	121.71	17.39	24.69
1.95	587.35	27.65	113.06
2.04	518.24	31.82	174.13
5.99	415	18.9	78
1.76	585.76	23.98	96.06
2.87	579.53	26.85	129.69
2.86	513.75	28.05	149.85
1.48	424.88	26.46	131.67
3.04	417.29	25.92	116.63
4.82	536.59	21.82	93.69
1.69	559.88	24.35	116.75
2.09	382.12	23.35	124.06
4.29	459.35	22.79	98.69
5.86	321.06	18.18	54.75
4.74	504.18	21.64	78.71
3.65	537.82	25.91	100.88
1.92	573.65	23.35	78.76
1.51	496	28.94	155.29
3.69	503.24	26.96	129.82
1.79	526.29	28.58	126.35
3.61	468.79	26.07	125.6
2.92	506.82	24.47	111.5
2.34	492.41	25.97	148.38
3.06	525.41	26.08	188.25
3.15	528	28.72	164.38
5.14	371.41	29.89	150.75
2.01	86.12	13.5	17.5
1.41	301.35	16.85	61.69
1.92	399.41	19.31	78.88
1.62	498.06	20.89	87.53
3.55	205.71	19.08	71
2.6	287.06	16.19	64.88
1.78	435.29	19.56	84.35
5.21	392.71	20.03	96.53
3.56	271.18	16.41	35.2
2.17	433.53	19.71	58.41
2.06	345.59	19.06	58.59
3.8	209.82	15.09	33.35
2.42	192.24	12.12	34.29
2.85	319.65	13.57	59
2.65	506.47	18.31	60.41
1.49	336.59	20.61	52.47
4.55	241.65	20.39	43.12
2.58	97.94	16.01	10.59
4.45	314.88	19.07	58.24
2.4	244	17.84	60.94
2.04	380.18	18.14	67
4.02	126.19	14.38	36.69
7.31	317.71	18.72	53.69
3.8	279.06	17.89	55.63
7.6	309.76	16.31	73.94
2.99	317.47	17.19	72.56
2.46	426.65	18.95	86.38
3.55	399.53	20.93	86.38
1.64	332.82	23.81	45.59
2.29	304.88	24.2	68.47
1.76	267.53	23.28	36.82
2.08	158.24	18.59	15.76
2.7	118.06	18.21	23.29
3.33	75	13.99	6.24
5.58	213.41	13.87	69.71
2.95	308.47	14.94	76.91
2.69	208.65	14.88	34.41
1.74	82.53	11.42	11.94
1.87	285.41	16.21	33.53
1.49	160.93	17.17	22.33
1.68	65.59	11.24	20.56
4.42	129.06	11.71	45.44
3.64	160.94	14.84	17.75
2.94	294.41	21.01	24.31
3.45	151	15.85	25.81
2.42	322.24	18.46	45.56
1.12	86.82	13.12	3.18
3.26	253.88	14.77	59.35
1.56	181.71	14.36	17.71
2.89	109.76	15.43	3.18
4.54	119.35	14.06	31.76
3.89	282.47	19.2	3
2.85	67.06	11.37	25.5
2.33	217.06	10.14	21.18
4.79	77.94	6.55	40.53
4.88	74.41	6.36	19.38
3.21	90.29	7.23	9.35
1.59	71.76	6.9	13.88
1.97	44.65	5.2	13
6.41	54.65	5.89	12.59
5.01	24.41	6.12	10.53
3.91	27.76	5.33	19.63
2.91	77.29	6.65	16.75
3.45	134.06	7.46	23.44
3.44	198.41	8.26	24.81
3.36	225.88	9.23	22.06
2.24	69.47	6.6	19.38
3.19	56.94	6.1	11.81
1.71	61.24	5.51	17.5
3.38	580.71	19.39	86.24
4.72	583.41	18.66	91.55
2.82	571.24	23.96	113
4.24	154.47	12.65	72.76
5.16	297.65	12.82	77.06
2.52	395.94	16.48	73.47
4.35	574	24.59	125.94
2.34	433.65	22.49	128.24
3.15	179.59	14.06	20.65
3.59	300.24	15.4	61.44
5.75	481.88	20.95	111.63
2.67	566	23.76	132.94
4.49	426.41	21.19	98
2.61	211.12	20.43	78.69
4.11	550.18	24.26	125.63
1.84	415.88	25.47	101.13
2.6	392.53	21.51	86.25
3.36	194.88	18.51	56.81
4.21	46.59	11.29	34.82
1.51	232.06	16.16	82.88
2.22	178.53	16.53	56.71
3.59	560.94	22.86	113
2.43	341.76	18.54	103.71
3.42	376.76	23.15	82.29
4.89	335.65	17.72	80.18
3.7	268.12	17.32	73.71
3.19	197.71	14.04	49.88
1.58	317.59	17.21	79.35
2.68	526.69	19.53	109.81
3.03	505.25	16.95	117.5
2.09	668.64	23.79	124.62
1.62	606.88	28.19	180.56
4.65	330	27.48	125.63
5.41	480.53	20.98	94.63
4.92	245.82	14.28	73
5.64	324.18	12.69	78.56
4.85	433.53	16.05	80.69
2.79	338	20.48	63.55
1.89	546.29	27.55	109.94
3.85	471.47	15.86	77.38
2.72	235.65	12.28	59.38
4.54	394.29	15.46	72.94
5.05	376.47	20.36	112.06
4.14	532.65	23.49	130.41
2.24	333.88	20.34	75.41
3.25	564.82	23.24	149.06
5.68	306	20.37	134
1.88	283.75	21.93	108
3.77	669.13	27.37	145.93
4.53	532.82	27.16	159.75
3.24	622.76	26.43	128.31
4.49	600.47	25.31	153.29
6.55	527	25.08	82.59
2.42	610.12	25.62	118.88
4.02	632.18	30.84	156.06
2.09	428	30.34	165.38
2.68	581.53	31.24	135.94
3.01	438.65	31	158.38
3.37	368.24	27.7	134
2.44	400.06	27.97	129.76
5.02	416.46	21.68	99.29
3.58	337	20.8	114.42
3.41	500.41	23.9	115.13
2.61	577.18	27.36	140.5
4.94	621.59	30.76	135.25
3.98	561.87	32.39	130.4
2.61	518.63	31.81	142.94
2.74	379.35	28.15	161.29
1.88	208.5	21.5	99.5
2.31	177.18	20.94	82.81
1.22	113.65	19.66	17.41
1.95	566.8	32.17	169.79
2.63	466.12	31.32	144.38
1.67	587.65	33.39	166.44
2.52	448.88	29.89	148.13
1.46	549.88	32.21	192.75
1.86	548.76	34.27	194.59
