232	90	3210	19.4
231	105	3380	20.6
200	85	3070	20.8
225	110	3620	18.6
258	120	3410	18.1
305	145	3425	19.2
231	165	3445	17.7
302	139	3205	18.1
318	140	4080	17.5
98	68	2155	30
134	95	2560	27.5
119	97	2300	27.2
105	75	2230	30.9
134	95	2515	21.1
156	105	2745	23.2
151	85	2855	23.8
119	97	2405	23.9
131	103	2830	20.3
163	125	3140	17
121	115	2795	21.6
163	133	3410	16.2
89	71	1990	31.5
98	68	2135	29.5
231	115	3245	21.5
200	85	2990	19.8
140	88	2890	22.3
232	90	3265	20.2
225	110	3360	20.6
305	130	3840	17
302	129	3725	17.6
351	138	3955	16.5
318	135	3830	18.2
350	155	4360	16.9
351	142	4054	15.5
267	125	3605	19.2
360	150	3940	18.5
89	71	1925	31.9
86	65	1975	34.1
98	80	1915	35.7
121	80	2670	27.4
183	77	3530	25.4
350	125	3900	23
141	71	3190	27.2
260	90	3420	23.9
105	70	2200	34.2
105	70	2150	34.5
85	65	2020	31.8
91	69	2130	37.3
151	90	2670	28.4
173	115	2595	28.8
173	115	2700	26.8
151	90	2556	33.5
98	76	2144	41.5
89	60	1968	38.1
98	70	2120	32.1
86	65	2019	37.2
151	90	2678	28
140	88	2870	26.4
151	90	3003	24.3
225	90	3381	19.1
97	78	2188	34.3
134	90	2711	29.8
120	75	2542	31.3
119	92	2434	37
108	75	2265	32.2
86	65	2110	46.6
156	105	2800	27.9
85	65	2110	40.8
90	48	2085	44.3
90	48	2335	43.4
121	67	2950	36.4
146	67	3250	30
91	67	1850	44.6
85	0	1835	40.9
97	67	2145	33.8
89	62	1845	29.8
168	132	2910	32.7
70	100	2420	23.7
122	88	2500	35
140	0	2905	23.6
107	72	2290	32.4
135	84	2490	27.2
151	84	2635	26.6
156	92	2620	25.8
173	110	2725	23.5
135	84	2385	30
79	58	1755	39.1
86	64	1875	39
81	60	1760	35.1
97	67	2065	32.3
85	65	1975	37
89	62	2050	37.7
91	68	1985	34.1
105	63	2215	34.7
98	65	2045	34.4
98	65	2380	29.9
105	74	2190	33
100	0	2320	34.5
107	75	2210	33.7
108	75	2350	32.4
119	100	2615	32.9
120	74	2635	31.6
141	80	3230	28.1
145	76	3160	30.7
168	116	2900	25.4
146	120	2930	24.2
231	110	3415	22.4
350	105	3725	26.6
200	88	3060	20.2
225	85	3465	17.6
112	88	2605	28
112	88	2640	27
112	88	2395	34
112	85	2575	31
135	84	2525	29
151	90	2735	27
140	92	2865	24
151	0	3035	23
105	74	1980	36
91	68	2025	37
91	68	1970	31
105	63	2125	38
98	70	2125	36
120	88	2160	36
107	75	2205	36
108	70	2245	34
91	67	1965	38
91	67	1965	32
91	67	1995	38
181	110	2945	25
262	85	3015	38
156	92	2585	26
232	112	2835	22
144	96	2665	32
135	84	2370	36
151	90	2950	27
140	86	2790	27
97	52	2130	44
135	84	2295	32
120	79	2625	28
119	82	2720	31
